gene_symbol,ENSEMBL_ID,IBD,IBD.1,non.IBD,non.IBD.1,non.IBD.2,IBD.2,IBD.3,non.IBD.3,IBD.4,non.IBD.4
ZNF765,ENSG00000196417,771.502328,700.4765846,1041.870101,541.9406039,799.0641412,605.172613,653.7808184,658.216678,538.3297806,1057.80382
ZNF761,ENSG00000160336,523.4423996,447.9238024,642.3965908,676.6772181,604.8390616,575.3401602,387.889098,642.2809058,438.3122257,694.4634213
ZNF813,ENSG00000198346,259.5641569,295.4391037,469.651289,300.9117718,445.6094919,241.2166894,265.8917204,334.6512163,161.7931035,511.8982951
ZNF331,ENSG00000130844,2766.766969,1008.622747,851.130497,2582.451773,994.4557378,3940.440831,933.7491593,2628.709554,7979.341693,2274.904661
LOC284379,ENSG00000290755,0,0,0,0,0,0,0,0,0,0
DPRX,ENSG00000204595,0,0,0,0,0,0,0,0,0,0
MIR512-2,ENSG00000207644,0,0,0,0,0,0,0,0,0,0
MIR512-1,ENSG00000207645,0,0,0,0,0,0,0,0,0,0
MIR1323,ENSG00000221017,0,0,0,0,0,0,0,0,0,0
MIR498,ENSG00000207869,0,0,0,0,0,0,0,0,0,0
MIR520E,ENSG00000207599,0,0,0,0,0,0,0,0,0,0
MIR515-1,ENSG00000207616,0,0,0,0,0,0,0,0,0,0
MIR519E,ENSG00000207810,0,0,0,0,0,0,0,0,0,0
MIR520F,ENSG00000283540,0,0,0,0,0,0,0,0,0,0
MIR515-2,ENSG00000207615,0,0,0,0,0,0,0,0,0,0
MIR519C,ENSG00000207788,0,0,0,0,0,0,0,0,0,0
MIR1283-1,ENSG00000221421,0,0,0,0,0,0,0,0,0,0
MIR520A,ENSG00000207594,0,0,0,0,0,0,0,0,0,0
MIR526B,ENSG00000207580,0,0,0,0,0,0,0,0,0,0
MIR519B,ENSG00000207825,0,0,0,0,0,0,0,0,0,0
MIR525,ENSG00000207711,0,0,0,0,0,0,0,0,0,0
MIR523,ENSG00000283455,0,0,0,0,0,0,0,0,0,0
MIR518F,ENSG00000207706,0,0,0,0,0,0,0,0,0,0
MIR520B,ENSG00000207722,0,0,0,0,0,0,0,0,0,0
MIR518B,ENSG00000207862,0,0,0,0,1.166516994,0,0,0,0,0
MIR526A1,ENSG00000207629,0,0,0,0,0,0,0,0,0,0
MIR520C,ENSG00000207738,0,0,0,0,0,0,0,0,0,0
MIR518C,ENSG00000283490,0,0,0,0,0,0,0,0,0,0
MIR524,ENSG00000283289,0,0,0,0,0,0,0,0,0,0
MIR517A,ENSG00000207734,0,0,0,0,0,0,0,0,0,0
MIR519D,ENSG00000207981,0,0,0,0,0,0,0,0,0,0
MIR521-2,ENSG00000207549,0,0,0,0,0,0,0,0,0,0
MIR520D,ENSG00000207735,0,0,0,0,0,0,0,0,0,0
MIR517B,ENSG00000207837,0,0,0,0.748536746,0,0,0,0,0,0
MIR520G,ENSG00000207799,0,0,0,0,0,0,0,0,0,0
MIR516B2,ENSG00000207925,0,0,0,0,0,0,0,0,0,0
MIR526A2,ENSG00000211532,0,0,0,0,0,0,0,0,0,0
MIR518E,ENSG00000207987,0,0,0,0,0,0,0,0,0,0
MIR518A1,ENSG00000207803,0,0,0,0,0,0,0,0,0,0
MIR518D,ENSG00000283330,0,0,0,0,0,0,0,0,0,0
MIR516B1,ENSG00000207946,0,0,0,0,0,0,0,0,0,0
MIR518A2,ENSG00000207699,0,0,0,0,0,0,0,0,0,0
MIR517C,ENSG00000207838,0,0,0,0,0,0,0,0,0,0
MIR520H,ENSG00000207861,0,0,0,0,0,0,0,0,0,0
MIR521-1,ENSG00000207634,0,0,0,0,0,0,0,0,0,0
MIR522,ENSG00000283685,0,0,0,0,0,0,0,0,0,0
MIR519A1,ENSG00000207992,0,0,0,0,0,0,0,0,0,0
MIR527,ENSG00000207979,0,0,0,0,0,0,0,0,0,0
MIR516A1,ENSG00000207767,0,0,0,0,0,0,0,0,0,0
MIR1283-2,ENSG00000221548,0,0,0,0,0,0,0,0,0,0
MIR516A2,ENSG00000207620,0,0,0,0,0,0,0,0,0,0
MIR519A2,ENSG00000284362,0,0,0,0,0,0,0,0,0,0
MIR371A,ENSG00000199031,0,0,0,0,0,0,0,0,0,0
MIR372,ENSG00000199095,1.43802857,0,0,0,0,0,0,0,0,0
MIR373,ENSG00000199143,0,0,0,0,0,0,0,0,0,0
NLRP12,ENSG00000142405,13.66127142,12.70705822,3.598860452,1.497073491,1.166516994,17.89947165,98.53634344,12.4714739,83.83824452,0
MYADM,ENSG00000179820,1653.732856,1200.817002,1758.043331,4306.331898,1964.997877,3221.904897,1748.629079,3907.035628,5195.029467,2627.505934
PRKCG,ENSG00000126583,43.14085711,4.765146834,17.99430226,50.9004987,8.748877458,21.30889482,9.384413661,25.63580746,5.88338558,10.73912507
CACNG7,ENSG00000105605,0,0,0,0,0,0,0,0,0,1.789854179
CACNG8,ENSG00000142408,0,0,0,0,0,4.261778965,0,2.078578983,2.94169279,0
MIR935,ENSG00000284583,0,0,0,0,0,0,0,0,0,0
CACNG6,ENSG00000130433,1.43802857,0,0,1.497073491,0,12.78533689,6.256275774,1.385719322,8.82507837,0
VSTM1,ENSG00000189068,8.628171422,9.530293668,0,0,0,8.523557929,39.10172359,0,70.60062696,0
TARM1,ENSG00000248385,0,0,0,0,0,1.704711586,0,0,0,0
OSCAR,ENSG00000170909,51.76902853,4.765146834,3.598860452,13.47366142,8.748877458,20.45653903,115.7411018,16.62863186,329.4695925,8.949270893
NDUFA3,ENSG00000170906,1046.165785,1329.475967,1218.214263,1094.360722,1176.432389,1293.876094,1038.541779,1414.819428,1484.084013,1141.926966
TFPT,ENSG00000105619,238.7127427,250.9643999,262.716813,253.7539568,239.7192424,308.552797,193.944549,275.0652854,386.8326019,320.383898
PRPF31,ENSG00000105618,1483.32647,1210.347296,834.935625,1056.185348,1178.765423,1364.621624,1210.589362,1312.969058,1207.56489,1166.984924
CNOT3,ENSG00000088038,970.6692849,1000.680835,867.325369,1226.103189,979.2910168,1054.364116,1112.053019,1065.618159,1138.43511,1147.296528
LENG1,ENSG00000105617,201.3239998,255.7295468,323.8974407,345.0754397,244.9685688,254.8543821,156.4068944,268.8295485,338.2946709,449.2533988
TMC4,ENSG00000167608,2810.626841,3723.16806,6949.399534,3575.760034,4197.711404,1449.857204,3720.920017,3589.705904,1737.069593,7911.155469
MBOAT7,ENSG00000125505,1481.169427,1799.637121,3044.635943,1991.107743,2673.656951,1593.052977,3121.881611,2309.30125,3594.748589,3715.737275
TSEN34,ENSG00000170892,842.6847422,740.1861416,1002.282636,1012.02168,941.962473,874.5170436,849.2894363,1112.732616,992.8213166,1381.767426
RPS9,ENSG00000170889,6508.517309,5006.58094,3949.749347,7572.946256,4609.491904,6656.898743,4546.748419,7823.771292,6857.085894,4925.6787
LILRB3,ENSG00000204577,134.4556713,111.1867595,17.99430226,148.2102756,25.08011538,173.028226,509.8864756,115.7075634,2072.422571,50.115917
LILRA6,ENSG00000244482,116.4803142,36.5327924,21.59316271,116.0231956,11.08191145,116.7727436,605.2946812,108.0861071,2078.305956,23.26810432
LILRB5,ENSG00000105609,76.21551423,36.5327924,26.99145339,62.12854989,32.66247584,55.40312654,59.43461985,66.51452746,208.8601881,16.10868761
LILRB2,ENSG00000131042,401.9289854,162.0149924,7.197720905,117.5202691,21.5805644,444.9297239,2608.866998,110.8575458,11007.81442,17.89854179
LILRA3,ENSG00000276175,220.0183713,0,0,15.71927166,1.166516994,202.0083229,517.7068203,2.771438644,8183.789342,7.159416714
LILRA5,ENSG00000187116,238.7127427,309.7345442,7.197720905,50.15196196,31.49595885,456.0103492,2109.929005,87.30031729,7501.316615,21.47825014
LILRA4,ENSG00000239961,56.08311424,28.590881,26.99145339,16.4678084,6.415843469,36.6512991,106.3566882,16.62863186,313.2902821,3.579708357
LAIR1,ENSG00000167613,589.5917138,508.282329,167.347011,297.9176248,134.1494544,533.5747264,1448.327842,241.8080217,3221.153605,365.1302524
TTYH1,ENSG00000167614,15.81831427,28.590881,21.59316271,20.95902888,15.74797942,25.57067379,4.692206831,16.62863186,2.94169279,21.47825014
LENG8,ENSG00000167615,2338.234455,1297.708321,3096.819419,2699.223505,2601.332898,2156.460156,2083.339833,3018.789543,2065.068339,4530.120926
LENG9,ENSG00000275183,598.2198852,574.9943847,457.0552775,458.1044883,433.3610634,335.8281824,544.2959924,433.7301478,373.5949843,783.9561302
CDC42EP5,ENSG00000167617,2069.323113,5000.227411,3127.409733,2468.674187,3002.031485,1728.577548,3229.802368,2228.929529,2593.102194,4068.338548
LAIR2,ENSG00000167618,49.61198568,49.23985062,0,2.994146983,2.333033989,146.6051964,75.07530929,6.235736949,122.0802508,5.369562536
KIR3DX1,ENSG00000290933,7.190142851,12.70705822,1.799430226,14.22219817,0,10.22826952,3.128137887,0.692859661,29.4169279,0
LILRA2,ENSG00000239998,42.42184282,30.17926328,3.598860452,39.67244752,3.499550983,69.89317502,136.0739981,22.17150915,616.2846395,14.31883343
LILRA1,ENSG00000104974,72.6204428,42.88632151,0,34.4326903,6.999101967,86.94029088,261.1995136,4.850017627,985.4670847,0
LILRB1,ENSG00000104972,661.4931423,419.3329214,71.97720905,416.9349673,73.49057065,618.8103057,1514.018737,234.8794251,4850.851411,59.06518789
LILRB4,ENSG00000186818,467.3592853,200.136167,16.19487204,101.0524607,34.99550983,185.8135629,786.7266786,85.91459797,2768.132915,32.21737521
LILRP2,ENSG00000293273,3.595071426,25.41411645,7.197720905,17.21634515,7.582360464,1.704711586,17.20475838,0,32.35862069,46.53620864
KIR3DL3,ENSG00000242019,0,0,0,0.748536746,0,1.704711586,0,0,0,0
KIR2DL3,ENSG00000243772,3.595071426,0,0,2.994146983,0,0,3.128137887,0,2.94169279,0
KIR2DL1,ENSG00000125498,0.719014285,0,0,0.748536746,0,0,0,0,2.94169279,0
KIR2DL4,ENSG00000189013,0.719014285,14.2954405,17.99430226,17.21634515,5.832584972,11.08062531,21.89696521,15.24291254,52.95047022,60.85504207
KIR3DL1,ENSG00000167633,0,0,1.799430226,0,0,3.409423172,3.128137887,2.771438644,2.94169279,0
KIR2DS4,ENSG00000221957,1.43802857,3.176764556,0,2.245610237,0,0,0,0,4.412539185,0
KIR3DL2,ENSG00000240403,9.347185707,0,0,8.233904202,0,4.261778965,12.51255155,4.850017627,4.412539185,7.159416714
FCAR,ENSG00000186431,60.39719995,82.59587846,1.799430226,6.736830711,4.666067978,133.8198595,120.4333087,4.850017627,1335.528527,7.159416714
NCR1,ENSG00000189430,13.66127142,12.70705822,10.79658136,20.95902888,5.249326475,9.375913722,29.71730993,2.078578983,48.53793104,39.37679193
NLRP7,ENSG00000167634,75.49649994,95.30293668,0,72.60806433,31.49595885,80.12144454,43.79393042,56.8144922,125.0219436,32.21737521
NLRP2,ENSG00000022556,1617.063127,857.7264301,16.19487204,904.9809255,8.748877458,15.34240427,642.8323358,732.3526617,776.6068966,635.3982334
GP6,ENSG00000088053,18.69437141,19.06058734,17.99430226,29.19293308,1.166516994,2.557067379,9.384413661,61.66450983,64.71724138,51.90577118
RDH13,ENSG00000160439,820.3952994,1014.976276,1236.208565,1229.845873,1345.577353,888.1547362,960.3383313,1583.184325,732.4815047,1641.296282
EPS8L1,ENSG00000131037,2037.686484,4317.223032,1513.32082,1559.950578,2025.656761,1149.827965,1665.733425,2716.702731,2069.480878,1437.252905
PPP1R12C,ENSG00000125503,1749.361756,1694.803891,2173.711713,2086.920447,2095.064522,2205.896792,1908.164111,2309.99411,2412.188088,2990.846332
TNNT1,ENSG00000105048,1.43802857,3.176764556,0,1.497073491,1.166516994,11.08062531,3.128137887,6.92859661,17.65015674,0
TNNI3,ENSG00000129991,4.314085711,6.353529112,0,0,3.499550983,3.409423172,0,1.385719322,2.94169279,0
SYT5,ENSG00000129990,8.628171422,1.588382278,0,4.491220474,3.499550983,0.852355793,21.89696521,18.01435119,17.65015674,3.579708357
PTPRH,ENSG00000080031,6609.898323,15108.69223,10971.12609,5154.424031,8378.508313,3898.675397,9415.69504,8393.994793,4383.122257,12362.52281
TMEM86B,ENSG00000180089,107.8521428,73.06558479,106.1663833,99.55538717,46.07742128,86.94029088,62.56275774,49.19303593,72.07147336,91.28256311
PPP6R1,ENSG00000105063,4962.636596,5954.84516,2387.84391,3322.754614,3020.112499,4880.58927,5056.634894,3190.618739,5058.240752,3415.041773
HSPBP1,ENSG00000133265,915.305185,717.9487897,552.4250794,732.817474,783.8994203,1242.734746,983.7993655,932.5891037,983.9962383,687.3040046
BRSK1,ENSG00000160469,158.902157,169.9569038,291.5076966,242.5259056,139.9820393,187.5182744,143.8943428,196.7721437,344.1780564,184.3549804
TMEM150B,ENSG00000180061,455.1360425,497.163653,539.8290679,222.3154135,273.5482352,485.842802,852.4175742,272.2938468,647.1724138,1081.071924
COX6B2,ENSG00000160471,122.9514428,87.36102529,376.0809173,138.4792979,170.3114812,115.068032,120.4333087,178.7577925,89.7216301,386.6085026
IL11,ENSG00000095752,192.6958284,3.176764556,10.79658136,26.94732284,10.49865295,356.2847214,103.2285503,31.17868475,1022.238245,3.579708357
TMEM190,ENSG00000160472,5.033099996,3.176764556,19.79373249,14.97073491,5.249326475,7.671202136,12.51255155,13.85719322,0,1.789854179
TMEM238,ENSG00000233493,201.3239998,169.9569038,233.9259294,258.2451773,312.6265545,156.8334659,189.2523422,233.4937058,169.1473354,327.5433147
RPL28,ENSG00000108107,6648.00608,5786.476639,4367.217159,8561.01476,5582.950335,8659.934856,7288.561277,8822.874923,7804.310972,6643.938711
UBE2S,ENSG00000108106,284.0106426,208.0780784,106.1663833,497.7769359,272.9649767,490.9569367,348.7873744,550.1305708,373.5949843,205.8332305
SHISA7,ENSG00000187902,0,0,0,1.497073491,0,0,0,0.692859661,0,0
ISOC2,ENSG00000063241,1204.348928,1474.018754,1099.451868,1187.927815,1296.583639,1517.193311,1728.296183,1403.733673,1184.031348,1251.108071
ZNF628,ENSG00000197483,130.1415856,131.8357291,109.7652438,217.0756562,166.2286717,190.0753418,201.7648937,225.1793898,267.6940439,220.152064
NAT14,ENSG00000090971,52.48804282,77.83073162,30.59031385,69.61391735,29.74618336,111.6586089,43.79393042,97.6932122,107.3717868,28.63766686
SSC5D,ENSG00000179954,51.76902853,1.588382278,19.79373249,277.7071326,50.74348926,168.766447,25.0251031,146.1933885,45.59623825,10.73912507
SBK2,ENSG00000187550,0,0,10.79658136,0,1.166516994,0,0,0,0,10.73912507
ZNF579,ENSG00000218891,120.0753856,25.41411645,91.77094154,108.5378281,111.402373,125.2963016,84.45972295,156.5862834,102.9592477,159.2970219
FIZ1,ENSG00000179943,168.2493427,144.5427873,235.7253596,211.835899,241.4690178,195.1894766,220.533721,230.7222671,210.3310345,266.6882726
ZNF524,ENSG00000171443,425.6564568,414.5677746,471.4507193,389.2391077,414.6967915,345.2040961,459.8362694,458.6730956,489.7918495,449.2533988
ZNF865,ENSG00000261221,118.637357,79.4191139,125.9601158,126.50271,165.6454132,168.766447,190.8164111,151.7362658,179.4432602,263.1085643
ZNF784,ENSG00000179922,194.8528713,131.8357291,260.9173828,186.3856497,213.47261,157.6858217,273.7120651,226.5651092,257.3981191,357.9708357
ZNF580,ENSG00000213015,158.1831427,119.1286709,98.96866244,162.4324738,172.6445152,225.8742851,137.638067,187.0721085,225.0394984,148.5578968
ZNF581,ENSG00000171425,478.8635139,351.0324834,197.9373249,331.6017783,221.0549704,480.7286672,203.3289627,363.751322,403.0119122,264.8984184
CCDC106,ENSG00000173581,98.50495707,68.30043796,57.58176724,121.2629528,131.8164204,161.0952449,115.7411018,136.4933532,76.48401254,178.9854179
U2AF2,ENSG00000063244,3969.677868,3826.412908,3276.762442,4461.279004,3962.074972,4332.524496,4191.704769,4938.010804,4162.495298,4623.193343
EPN1,ENSG00000063245,3757.568654,3991.604665,5495.459911,3967.244752,5140.840394,3599.498514,4926.817172,4676.802712,4138.961756,7316.923882
NLRP9,ENSG00000185792,10.06619999,20.64896961,34.1891743,8.233904202,15.74797942,5.114134758,6.256275774,9.007175593,2.94169279,12.52897925
RFPL4A,ENSG00000223638,2.876057141,0,0,0,4.666067978,1.704711586,0,6.235736949,0,0
NLRP11,ENSG00000179873,9.347185707,6.353529112,25.19202317,42.6665945,21.5805644,3.409423172,0,9.007175593,8.82507837,3.579708357
NLRP4,ENSG00000160505,44.57888568,0,7.197720905,0,1.166516994,0,0,10.39289492,0,0
NLRP13,ENSG00000173572,0,0,0,0,0,0,0,0,0,0
NLRP8,ENSG00000179709,0,0,0,0,0.583258497,0,0,0,0,0
NLRP5,ENSG00000171487,0,0,0,0,0,0,0,0.692859661,0,0
ZNF787,ENSG00000142409,722.6093566,711.5952606,757.5601252,904.9809255,845.724821,860.0269951,802.367368,1008.110807,1011.94232,1050.644403
ZNF444,ENSG00000167685,261.7211998,173.1336683,178.1435924,223.812487,228.0540724,259.9685168,236.1744105,205.0864597,236.8062696,279.2172519
GALP,ENSG00000197487,0,0,0,0,0,0,0,0,0,0
ZSCAN5B,ENSG00000197213,3.595071426,7.94191139,0,5.988293965,2.916292486,10.22826952,3.128137887,10.39289492,10.29592477,5.369562536
ZSCAN5A,ENSG00000131848,133.736657,74.65396707,102.5675229,125.0056365,118.4014749,133.8198595,165.791308,109.4718264,138.2595611,91.28256311
ZNF582,ENSG00000018869,61.11621424,22.23735189,25.19202317,39.67244752,51.32674776,85.23557929,31.28137887,61.66450983,69.12978057,35.79708357
ZNF583,ENSG00000198440,87.0007285,135.0124936,89.97151131,98.80685043,40.82809481,192.6324092,128.2536534,94.92177356,214.7435737,89.49270893
ZNF667,ENSG00000198046,2.876057141,25.41411645,7.197720905,31.43854332,16.33123792,53.69841496,28.15324098,52.65733424,30.8877743,10.73912507
ZNF471,ENSG00000196263,57.52114281,49.23985062,143.9544181,120.5144161,156.8965358,108.2491857,12.51255155,148.2719675,36.77115988,144.9781885
ZFP28,ENSG00000196867,54.64508567,39.70955695,28.79088362,121.2629528,107.902822,121.8868784,39.10172359,101.1575105,95.60501568,127.0796467
ZNF470,ENSG00000197016,75.49649994,174.7220506,102.5675229,187.1341864,219.305195,184.9612071,236.1744105,174.6006346,141.2012539,180.775272
ZNF71,ENSG00000197951,115.0422856,117.5402886,57.58176724,141.4734449,163.3123792,229.2837083,170.4835148,136.4933532,182.384953,144.9781885
ZNF835,ENSG00000127903,11.50422856,15.88382278,50.38404633,50.9004987,47.24393827,47.7319244,75.07530929,38.80014102,27.94608151,39.37679193
ZIM2,ENSG00000269699,0,0,0,0,0,8.523557929,0,4.157157966,0,0
PEG3,ENSG00000198300,47.45494282,7.94191139,34.1891743,96.56124019,71.74079516,162.7999565,25.0251031,74.82884339,60.3047022,32.21737521
MIMT1,ENSG00000268654,0,0,0,0,0,0,0,0,0,0
USP29,ENSG00000131864,0,0,0,0,0,0,0,0,0,0
ZIM3,ENSG00000141946,0,0,0,0,0,0,0,0,0,0
DUXA,ENSG00000258873,0,0,0,0,0.583258497,0,0,0.692859661,0,0
ZNF264,ENSG00000083844,1301.415856,1826.63962,1873.206865,1593.634731,1624.958173,2061.848663,1651.656804,1750.163504,1588.514107,1585.810802
AURKC,ENSG00000105146,7.190142851,6.353529112,7.197720905,20.95902888,9.332135955,19.60418324,21.89696521,13.16433356,26.47523511,26.84781268
ZNF805,ENSG00000204524,700.3199137,808.4865795,779.1532879,1000.793629,764.0686314,1112.32431,636.57606,902.1032786,923.6915361,685.5141504
ZNF460,ENSG00000197714,1859.370941,1710.687713,2159.316271,2390.826366,2032.655863,2873.291378,1667.297494,2490.830481,2485.730408,1841.75995
ZNF543,ENSG00000178229,310.6141712,262.0830759,228.5276387,319.6251904,224.5545214,532.7223706,225.2259279,300.0082332,370.6532915,241.6303141
ZNF304,ENSG00000131845,225.7704855,363.7395417,322.0980105,328.6076313,316.709364,614.5485267,253.3791689,434.4230075,442.7247649,171.8260011
ZNF547,ENSG00000152433,53.92607139,46.06308606,55.78233701,63.62562338,48.99371377,85.23557929,32.84544781,78.29314169,51.47962383,23.26810432
ZNF548,ENSG00000188785,430.6895568,290.6739569,367.0837661,514.993281,442.6931994,701.4888176,317.5059955,505.0946929,530.9755486,454.6229614
ZNF17,ENSG00000186272,216.4232998,201.7245493,280.7111153,250.7598098,278.2143032,410.8354922,164.2272391,253.5866359,267.6940439,266.6882726
ZNF749,ENSG00000186230,143.802857,130.2473468,174.5447319,168.4207678,195.9748551,186.6659187,186.1242043,180.8363715,145.6137931,173.6158553
VN1R1,ENSG00000178201,10.06619999,0,7.197720905,11.22805118,2.333033989,15.34240427,6.256275774,2.771438644,45.59623825,17.89854179
ZNF772,ENSG00000197128,209.233157,155.6614632,188.9401738,181.8944292,230.9703649,304.2910181,148.5865496,245.27232,261.8106583,255.9491475
ZNF419,ENSG00000105136,112.8852428,177.8988151,152.9515692,145.9646654,123.6508014,197.746544,156.4068944,152.4291254,192.6808777,73.38402132
ZNF773,ENSG00000152439,121.5134142,88.94940757,102.5675229,134.7366142,107.902822,128.7057247,95.40820556,139.2647919,147.0846395,123.4999383
ZNF549,ENSG00000121406,135.1746856,227.1386658,120.5618252,139.2278347,233.8866574,287.2439022,145.4584118,217.5579336,188.2683386,155.7173135
ZNF550,ENSG00000251369,93.47185707,123.8938177,80.97436018,184.1400394,102.070237,198.5988998,115.7411018,119.8647214,138.2595611,152.1376052
ZNF416,ENSG00000083817,89.87678564,152.4846987,106.1663833,157.9412533,120.1512504,163.6523122,86.0237919,144.8076692,192.6808777,105.6013965
ZIK1,ENSG00000171649,98.50495707,95.30293668,52.18347656,59.13440291,48.41045527,122.7392342,65.69089563,83.83601898,127.9636364,50.115917
ZNF530,ENSG00000183647,102.1000285,77.83073162,50.38404633,79.34489504,130.6499034,96.3162046,64.12682669,85.91459797,114.7260188,125.2897925
ZNF134,ENSG00000213762,355.1930569,405.0374809,354.4877546,454.3618046,383.7840912,583.8637182,328.4544781,406.0157614,525.092163,443.8838363
ZNF211,ENSG00000121417,343.6888283,459.0424784,491.2444518,404.2098427,369.7858872,567.6689581,245.5588241,373.4513573,500.0877743,390.1882109
ZSCAN4,ENSG00000180532,2.876057141,0,0,0,0,0,4.692206831,0,1.470846395,0
ZNF551,ENSG00000204519,260.2831712,263.6714582,316.6997198,358.5491012,401.8651046,329.8616919,320.6341334,372.7584976,335.3529781,359.7606899
ZNF154,ENSG00000179909,94.90988564,81.00749618,43.18632543,101.0524607,79.90641412,179.8470723,90.71599873,144.8076692,125.0219436,62.64489625
ZNF671,ENSG00000083814,137.3317285,212.8432253,75.5760695,160.1868636,61.24214221,254.0020263,134.5099291,141.3433708,217.6852665,130.659355
ZNF776,ENSG00000152443,771.502328,878.3753998,1074.259845,1000.045092,837.559202,1178.808062,771.0859892,795.4028908,945.754232,950.4125688
ZNF586,ENSG00000083828,581.6825567,481.2798302,568.6199515,438.642533,571.0100688,611.1391035,434.8111663,566.066343,654.5266458,522.6374202
ZNF552,ENSG00000178935,522.004371,598.8201188,829.5373343,587.6013453,678.3296323,428.7349638,675.6777836,473.2231485,397.1285267,839.4416098
ZNF587B,ENSG00000269343,365.9782711,314.4996911,323.8974407,375.0169096,443.2764579,457.7150608,370.6843396,429.5729898,307.4068966,427.7751487
ZNF587,ENSG00000198466,2289.341484,2055.366668,2893.483804,1992.604817,2513.844123,2084.009914,1900.343766,1736.99917,1634.110345,2767.11456
ZNF814,ENSG00000204514,342.2507997,381.2117467,397.67408,336.8415355,450.8588183,462.8291956,383.1968912,647.823783,335.3529781,472.5215031
ZNF417,ENSG00000173480,723.3283709,735.4209947,899.7151131,833.8699347,916.2990991,980.2091619,811.7517817,800.2529085,914.8664577,937.8835896
ZNF418,ENSG00000196724,98.50495707,65.1236734,23.39259294,38.92391077,43.16112879,142.3434174,71.9471714,115.0147037,86.77993731,44.74635446
ZNF256,ENSG00000152454,100.6619999,130.2473468,147.5532785,167.672231,165.6454132,180.6994281,73.51124035,136.4933532,107.3717868,198.6738138
C19orf18,ENSG00000177025,18.69437141,4.765146834,14.39544181,21.70756562,22.16382289,8.523557929,0,9.007175593,5.88338558,32.21737521
ZNF606,ENSG00000166704,191.2577998,182.663962,412.0695218,348.0695867,330.1243094,224.1695735,143.8943428,352.6655675,235.3354232,379.4490859
ZSCAN1,ENSG00000152467,0,0,0,0,0,10.22826952,0,1.385719322,0,0
ZNF135,ENSG00000176293,37.38874283,15.88382278,32.38974407,109.2863649,75.82360464,90.34971405,21.89696521,123.3290197,45.59623825,48.32606282
ZSCAN18,ENSG00000121413,248.7789427,198.5477848,493.043882,744.7940619,537.1810759,534.4270822,131.3817913,729.581223,300.0526646,760.6880259
ZNF329,ENSG00000181894,221.4563998,308.1461619,323.8974407,282.1983531,397.1990366,496.9234273,197.0726869,410.865779,270.6357367,406.2968985
ZNF274,ENSG00000171606,584.5586138,543.2267391,565.021091,628.7708663,580.3422047,667.3945859,356.6077191,797.4814698,1007.529781,621.0794
ZNF544,ENSG00000198131,752.0889423,803.7214327,663.9897535,586.1042718,717.4079516,1010.041615,494.2457862,780.852838,858.9742947,735.6300674
ZNF8,ENSG00000278129,366.6972854,301.7926328,293.3071269,280.7012796,304.4609355,408.2784248,289.3527546,318.7154441,308.877743,306.0650645
ZSCAN22,ENSG00000182318,123.670457,222.3735189,197.9373249,208.0932153,225.7210384,245.4784684,150.1506186,219.6365125,186.7974922,248.7897308
A1BG,ENSG00000121410,82.68664279,31.76764556,14.39544181,58.38586616,22.74708139,99.72562777,31.28137887,70.67168542,254.4564263,41.16664611
A1BG-AS1,ENSG00000268895,17.25634284,6.353529112,7.197720905,25.45024935,11.66516994,17.89947165,1.564068944,17.32149153,25.00438872,3.579708357
ZNF497,ENSG00000174586,34.51268569,17.47220506,34.1891743,54.64318243,40.82809481,40.91307806,20.33289627,35.33584271,2.94169279,16.10868761
ZNF837,ENSG00000152475,35.23169997,30.17926328,44.98575566,40.42098427,51.32674776,32.38952013,15.64068944,65.12880813,57.36300941,51.90577118
RPS5,ENSG00000083845,6619.964523,5961.19869,4064.912881,9035.587057,6025.060276,7742.800023,4599.926763,8156.343929,6724.709718,5861.772435
ZNF584,ENSG00000171574,184.7866713,171.545286,129.5589763,116.0231956,214.639127,242.921401,123.5614465,256.3580746,182.384953,209.4129389
ZNF132,ENSG00000131849,94.90988564,131.8357291,169.1464413,154.9471064,131.8164204,127.0010131,111.048895,245.27232,70.60062696,164.6665844
ZNF324B,ENSG00000249471,198.4479427,196.9594025,158.3498599,143.7190552,226.3042969,196.0418324,168.9194459,214.0936353,154.4388715,205.8332305
ZNF324,ENSG00000083812,426.3754711,343.0905721,588.413684,554.6657285,529.5987155,564.2595349,472.348821,556.3663078,413.307837,626.4489625
ZNF446,ENSG00000083838,271.0683855,200.136167,282.5105455,389.9876445,346.4555473,326.4522687,378.5046843,322.1797424,248.5730408,443.8838363
SLC27A5,ENSG00000083807,55.36409996,15.88382278,23.39259294,57.63732942,60.07562521,64.77904026,17.20475838,56.12163254,61.77554859,80.54343804
ZBTB45,ENSG00000119574,258.1261284,258.9063113,194.3384644,242.5259056,227.4708139,207.1224577,245.5588241,220.3293722,241.2188088,263.1085643
TRIM28,ENSG00000130726,6243.201038,5211.482254,4127.892939,6647.006301,5797.589462,7427.42838,6110.817362,8016.386278,6305.518495,5944.105727
CHMP2A,ENSG00000130724,2905.536726,4360.109353,4422.999496,2738.147416,3863.504286,2743.733297,4010.272771,3249.51181,3605.044514,4578.446989
UBE2M,ENSG00000130725,723.3283709,867.2567238,674.7863348,743.2969884,735.488965,957.1955555,916.5444009,785.7028556,1101.66395,665.8257544
MZF1,ENSG00000099326,317.0852997,312.9113088,496.6427424,440.1396064,397.1990366,369.9224141,314.3778577,424.0301125,288.2858934,529.7968369
